timestamps,TANK_LEVEL,RESERVOIR_LEVEL,J421,J332,J156,J39,J269,J273,J280,J285,FLOW_PUMP1,FLOW_PUMP2,STATUS_PUMP1,STATUS_PUMP2
2020-04-01 20:50:26.563034,2.9595724459272787,59.0,37.75730773871037,21.78992345696674,35.176751695731454,28.42117067422209,35.34941866610498,35.35512223483133,2.9756895618596744,2.9714055343194374,0.09557289247455115,0.09559159291668808,1,Open
2020-04-01 20:50:26.588432,2.919246262681952,59.0,37.7191382182709,21.75126054477314,35.15363502033652,28.381579106743025,35.326312598498404,35.332020943300435,2.9756692031969507,2.9713815883099812,0.09561609974978559,0.0956348128321237,1,Open
2020-04-01 20:50:26.610888,2.879021170868924,59.0,37.68106396120953,21.71269278197689,35.13057830394793,28.34208504225331,35.30326646474454,35.30897957429677,2.9756488928094598,2.9713576990824464,0.09565918799908991,0.09567791368962454,1,Open
2020-04-01 20:50:26.635298,2.8388968920082505,59.0,37.653724609827634,22.311554806666884,35.36946377151483,28.352704508463454,35.542042402442334,35.547706196996984,2.97585910454724,2.971604951689933,0.09521242266881298,0.09523101776652937,1,Open
2020-04-01 20:50:26.657739,2.8064021050558665,59.0,37.62283634538997,22.28028676247913,35.35082348403,28.32070322035819,35.52341065247583,35.5290782909848,2.975842719185522,2.971585679104855,0.09524731081425347,0.09526591609913637,1,Open
2020-04-01 20:50:26.681184,2.7739889453664546,59.0,37.59202539764297,22.24909609143497,35.33223131042321,28.288781167894435,35.5048269958904,35.5104984691249,2.9758263731618513,2.971566452789638,0.09528210435366818,0.09530071979993285,1,Open
2020-04-01 20:50:26.703640,2.7416571915938874,59.0,37.56129155788331,22.217982589613804,35.313687112995964,28.256938142078674,35.48629129503827,35.49196659379234,2.9758100663789833,2.971547272629884,0.09531680358283827,0.09533542916477115,1,Open
2020-04-01 20:50:26.727072,2.7094066230840497,59.0,37.59366579206814,22.47350563155964,35.39880671892094,28.25509077259185,35.57137191349203,35.5770296584265,2.975884891848679,2.971635282907208,0.09515749359178452,0.09517607265422587,1,Open
2020-04-01 20:50:26.750503,2.6826079697999745,59.0,37.56816101998096,22.447654168065363,35.38342934017878,28.22863765919005,35.55600157568931,35.561662490754784,2.975871378748714,2.9716193886976754,0.09518628097662772,0.09520486844230976,1,Open
2020-04-01 20:50:26.772959,2.6558766699191665,59.0,37.54272014279175,22.421866866176835,35.3680914720896,28.202250236125955,35.540670731497144,35.546334809020294,2.9758578983568214,2.9716035329597332,0.09521499129275635,0.0952335871404353,1,Open
2020-04-01 20:50:26.797368,2.629212543126613,59.0,37.51734299020049,22.39614355814995,35.35279300409938,28.175928331521483,35.52537927040379,35.53104650273029,2.9758444505918717,2.9715877155979555,0.0952436247726183,0.09526222898110794,1,Open
2020-04-01 20:50:26.819823,2.6026154096511362,59.0,37.84180386570468,27.75658766331629,35.852890849804055,28.281281614722992,36.02524860574019,36.03081295290485,2.9762830118594508,2.972103554697277,0.09430600905717106,0.09432434013515532,1,Open
2020-04-01 20:50:26.845208,2.6262018385723565,59.0,37.86415289684835,27.77954263277409,35.866350863714246,28.304595861486682,36.03870248481512,36.0442640698122,2.9762947859465996,2.97211740346971,0.09428072735694738,0.09429905108882605,1,Open
2020-04-01 20:50:26.866687,2.6497291163264407,59.0,37.88644677308285,27.802440506076003,35.87977841016618,28.327852167985405,36.05212391204013,36.05768274189708,2.9763065300779203,2.9721312170079344,0.09425550422296392,0.09427382062672626,1,Open
2020-04-01 20:50:26.889142,2.673197379940973,59.0,37.908685618289056,27.825281413535357,35.89317355852181,28.351050666203612,36.065512956739866,36.07106903846736,2.976318244324972,2.9721449953961354,0.09423033954131486,0.09424864863491043,1,Open
2020-04-01 20:50:26.912574,2.6966067661770126,59.0,38.34230385200536,28.03806287570712,36.26511393112378,28.496723418722077,36.437284172827106,36.442764092949034,2.9766428925627295,2.9725268492025165,0.09353063268407445,0.09354873890508891,1,Open
2020-04-01 20:50:26.936008,2.7398296403009965,59.0,38.3826814082538,28.079803290840978,36.28943144899827,28.53911995971621,36.4615906529546,36.46706560340118,2.976664076405207,2.972551765806543,0.09348482061010271,0.09350291357451812,1,Open
2020-04-01 20:50:26.960402,2.7829453287534136,59.0,38.42296136868006,28.121441458916713,36.31369264713901,28.58141282723073,36.48584084157639,36.49131083505682,2.9766852060718207,2.9725766186887554,0.09343910663255632,0.09345718637196385,1,Open
2020-04-01 20:50:27.007266,2.825954061052414,59.0,38.4631439321724,28.162977594177327,36.33789762932932,28.62360223758386,36.510034842411315,36.51549989160574,2.976706281686326,2.972601407994709,0.09339349060483074,0.09341155715075937,1,Open
2020-04-01 20:50:27.034602,2.8688560663731266,59.0,38.420473711288054,30.173774320712674,36.309497013453154,28.757206414248607,36.481647111641934,36.48711796227438,2.976681552357931,2.9725723211613513,0.09344701279543129,0.09346509482185478,1,Open
2020-04-01 20:50:27.067798,2.9224612721787224,59.0,38.47056055712214,30.225788368771383,36.33970408703347,28.809578096398177,36.51184048066513,36.517305160907185,2.976707854390135,2.97260325782149,0.09339008588591487,0.09340815144722787,1,Open
2020-04-01 20:50:27.091248,2.9759332871444144,59.0,38.52052681312706,30.27767494907402,36.36984223569304,28.861821741121297,36.541964960153095,36.54742348593639,2.976734088509609,2.972634114602549,0.09333327649500502,0.09335132563014985,1,Open
2020-04-01 20:50:27.235726,3.0292723862321083,59.0,38.5703727059616,30.329434341634958,36.39991157299873,28.91393760510912,36.5720206635952,36.57747305081648,2.9767602548651695,2.972664891679557,0.09327658448050807,0.09329461722835675,1,Open
2020-04-01 20:50:27.260135,3.082478844070991,59.0,38.40173687993723,28.723644373959253,36.14472794290619,28.787466770564016,36.316952867280534,36.32245740792254,2.976537944595705,2.9724034085728377,0.09375731125204707,0.09377548311412617,1,Open
2020-04-01 20:50:27.289424,3.1112912658635565,59.0,38.428939044271445,28.75165777958268,36.161149272490064,28.815884566138486,36.33336673398588,36.33886791451539,2.9765522674867526,2.9724202552702934,0.09372640256965896,0.09374456547664142,1,Open
2020-04-01 20:50:27.312856,3.140031371164298,59.0,38.456074214909364,28.77960153719436,36.17753128742835,28.84423178582457,36.34974130512485,36.35523913413202,2.976566553760577,2.9724370588984073,0.09369556425252838,0.09371371822625774,1,Open
2020-04-01 20:50:27.335312,3.168699324607246,59.0,38.48314253890092,28.807475802672336,36.19387406872751,28.872508587178665,36.36607666165871,36.371571147713325,2.9765808035038788,2.9724538195591563,0.0936647961722281,0.09368294123450097,1,Open
2020-04-01 20:50:27.359734,3.1972952905259433,59.0,38.93078376971992,28.98027875844746,36.25833809010351,28.978173199242967,36.430511407844364,36.43599271293256,2.976636988976182,2.972519905357103,0.09354339634506231,0.0935615062600586,1,Open
2020-04-01 20:50:27.383166,3.2379606396016953,59.0,38.968713677161986,29.01963214868379,36.28133719643593,29.01809663578566,36.45350007408521,36.4589766785887,2.9766570257876523,2.97254347281406,0.0935000703646176,0.0935181677414839,1,Open
2020-04-01 20:50:27.407574,3.278524619672339,59.0,39.00655127874484,29.058888587995362,36.30428258163647,29.05792188652753,36.47643504596303,36.48190696193406,2.9766770112237637,2.972566979843151,0.09345683842633039,0.09347492329514794,1,Open
2020-04-01 20:50:27.430030,3.3189874507699386,59.0,39.0442967658028,29.098048282118064,36.327174346899184,29.097649159337088,36.49931642461023,36.50478366407323,2.9766969454028995,2.972590426583615,0.09341370038405984,0.09343177277484958,1,Open
